constituency,ac_number,candidate,party,votes,turnout,reserved,region,vote_share_%
Dindigul,132,BASKARAN CHELLAPPA.J,IND,345,69.27,GEN,South,0.17681608052563064
Dindigul,132,AKKAMMAL.S,My India Party,305,69.27,GEN,South,0.1563156653922242
Dindigul,132,MURUGESAN.A,Puthiya Tamilagam,254,69.27,GEN,South,0.13017763609713096
Dindigul,132,ALAGU PANDIAN.R,Anaithu Makkal Munnetra Kazhagam,232,69.27,GEN,South,0.11890240777375741
Dindigul,132,RAHAMATHULLA.M,IND,210,69.27,GEN,South,0.10762717945038387
Dindigul,132,ANBUROSE.D,IND,191,69.27,GEN,South,0.09788948226201581
Dindigul,132,NAGARAJ.N,IND,180,69.27,GEN,South,0.09225186810032904
Dindigul,132,DHANASEKARAN.C,IND,166,69.27,GEN,South,0.08507672280363678
Dindigul,132,HARI PRAKASH.M,IND,119,69.27,GEN,South,0.06098873502188419
Dindigul,132,VIJAYAPANDI.P,IND,114,69.27,GEN,South,0.05842618313020839
Dindigul,132,BALAJI.R,IND,104,69.27,GEN,South,0.053301079346856774
Dindigul,132,KARTHIKEYAN.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,92,69.27,GEN,South,0.047150954806834844
Dindigul,132,SENTHIL ALAGAPPAN.A,IND,82,69.27,GEN,South,0.042025851023483225
Dindigul,132,SIVAGANAM.A,Anaithu Makkal Puratchi Katchi,53,69.27,GEN,South,0.02716305005176355
Vedasandur,133,GANDHIRAJAN S,DMK,106481,80.16,GEN,South,49.97231086915712
Vedasandur,133,PARAMASIVAM V P B,AIADMK,88928,80.16,GEN,South,41.73455978975033
Vedasandur,133,POTHUMANI R,NTK,8495,80.16,GEN,South,3.98676553407171
Vedasandur,133,RAMASAMY P,AMMK,2041,80.16,GEN,South,0.9578562042425379
Vedasandur,133,PALANICHAMY B,IND,1293,80.16,GEN,South,0.606814342031162
Vedasandur,133,VETRIVEL S,MNM,1215,80.16,GEN,South,0.5702083724422752
Vedasandur,133,PRASATH R,IND,887,80.16,GEN,South,0.4162755772479819
Vedasandur,133,NONE OF THE ABOVE,NOTA,803,80.16,GEN,South,0.3768537638445654
Vedasandur,133,MUTHUSAMY V,IND,740,80.16,GEN,South,0.347287403792003
Vedasandur,133,KARTHIKEYAN A,My India Party,669,80.16,GEN,South,0.31396658532006755
Vedasandur,133,MURUGAN P,IND,489,80.16,GEN,South,0.22949127088417498
Vedasandur,133,SUKUMAR V,IND,233,80.16,GEN,South,0.10934860146423879
Vedasandur,133,NANDAKUMAR P,IND,124,80.16,GEN,South,0.05819410550028159
Vedasandur,133,MURUGESAN K,Ganasangam Party of India,123,80.16,GEN,South,0.05772479819785996
Vedasandur,133,MANEESHANKAR M G,RSPS,108,80.16,GEN,South,0.05068518866153558
Vedasandur,133,KALIMUTHU V,Samaniya Makkal Nala Katchi,101,80.16,GEN,South,0.04740003754458419
Vedasandur,133,DHARMALINGAM DR MARUR N,IND,81,80.16,GEN,South,0.038013891496151676
Vedasandur,133,MOORTHY S,IND,77,80.16,GEN,South,0.03613666228646518
Vedasandur,133,SARAVANA KUMAR K R,IND,72,80.16,GEN,South,0.03379012577435705
Vedasandur,133,SELVARAJ V,IND,71,80.16,GEN,South,0.03332081847193542
Vedasandur,133,RAMASAMY K,IND,49,80.16,GEN,South,0.022996057818659658
Aravakurichi,134,ELANGO. R,DMK,93369,81.92,GEN,Kongu,52.71689420373319
Aravakurichi,134,ANNAMALAI. K,BJP,68553,81.92,GEN,Kongu,38.70557945729869
Aravakurichi,134,ANITHA PARVEEN. M,NTK,7188,81.92,GEN,Kongu,4.0584030624343645
Aravakurichi,134,THANGAVEL.  P. S. N,AMMK,1599,81.92,GEN,Kongu,0.9028083607168265
Aravakurichi,134,MOHAMMED HANEEF SHAHIL. K. S,MNM,1382,81.92,GEN,Kongu,0.7802884018202966
Aravakurichi,134,SARAVANAN. P,IND,1236,81.92,GEN,Kongu,0.697855618415258
Aravakurichi,134,NONE OF THE ABOVE,NOTA,869,81.92,GEN,Kongu,0.4906444436916337
Aravakurichi,134,RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,377,81.92,GEN,Kongu,0.21285725577876394
Aravakurichi,134,SATHEESHKUMAR. T,IND,336,81.92,GEN,Kongu,0.1897083234526915
Aravakurichi,134,SUNDARARAJ. R,BSP,328,81.92,GEN,Kongu,0.18519145860857977
Aravakurichi,134,MANOJPANDIYAN. J. M,IND,290,81.92,GEN,Kongu,0.1637363505990492
Aravakurichi,134,CHITHAMBARAM. A,IND,240,81.92,GEN,Kongu,0.13550594532335106
Aravakurichi,134,MURUGESAN. M. S,IND,174,81.92,GEN,Kongu,0.09824181035942951
Aravakurichi,134,MATHIYALAGAN. P,IND,161,81.92,GEN,Kongu,0.090901904987748
Aravakurichi,134,SILAMBARASAN. P,IND,129,81.92,GEN,Kongu,0.0728344456113012
Aravakurichi,134,MAHESHMANI. T,IND,104,81.92,GEN,Kongu,0.05871924297345212
Aravakurichi,134,SAKUNTHALA. N,IND,79,81.92,GEN,Kongu,0.04460404033560306
Aravakurichi,134,KARTHIKEYAN. R,IND,63,81.92,GEN,Kongu,0.03557031064737966
Aravakurichi,134,ARIVALAGAN. T,IND,53,81.92,GEN,Kongu,0.029924229592240028
Aravakurichi,134,VAIRASEEMAN. G,IND,46,81.92,GEN,Kongu,0.025971972853642285
Aravakurichi,134,KARTHIK. D,IND,45,81.92,GEN,Kongu,0.02540736474812832
Aravakurichi,134,RAJENDIRAN. M,IND,44,81.92,GEN,Kongu,0.02484275664261436
Aravakurichi,134,KIRUBANANTH. S,IND,41,81.92,GEN,Kongu,0.02314893232607247
Aravakurichi,134,PERIYASAMY. M. R,IND,40,81.92,GEN,Kongu,0.022584324220558512
Aravakurichi,134,ARUMUGAM. R,IND,29,81.92,GEN,Kongu,0.01637363505990492
Aravakurichi,134,SIVAKUMAR. A,IND,28,81.92,GEN,Kongu,0.015809026954390955
Aravakurichi,134,BOOPATHY. S,IND,27,81.92,GEN,Kongu,0.015244418848876996
Aravakurichi,134,BASKARAN. N,IND,25,81.92,GEN,Kongu,0.014115202637849069
Aravakurichi,134,SURESHBABU. S,IND,24,81.92,GEN,Kongu,0.013550594532335106
Aravakurichi,134,PITCHAIMUTHU. T,IND,24,81.92,GEN,Kongu,0.013550594532335106
Aravakurichi,134,RAGUNATH. P,IND,23,81.92,GEN,Kongu,0.012985986426821142
Aravakurichi,134,MOHANRAJ. C,Samaniya Makkal Nala Katchi,22,81.92,GEN,Kongu,0.01242137832130718
Aravakurichi,134,THANEGASALAM. R. V,IND,21,81.92,GEN,Kongu,0.01185677021579322
Aravakurichi,134,PRABAKARAN. T,IND,21,81.92,GEN,Kongu,0.01185677021579322
Aravakurichi,134,RANJITH. I,IND,21,81.92,GEN,Kongu,0.01185677021579322
Aravakurichi,134,RAMAGURU. R,IND,20,81.92,GEN,Kongu,0.011292162110279256
Aravakurichi,134,SURESH. M,IND,19,81.92,GEN,Kongu,0.010727554004765293
Aravakurichi,134,SELVAKUMAR. R,IND,19,81.92,GEN,Kongu,0.010727554004765293
Aravakurichi,134,PRAKASH. P,IND,16,81.92,GEN,Kongu,0.009033729688223404
Aravakurichi,134,PRABHU. G,IND,16,81.92,GEN,Kongu,0.009033729688223404
Aravakurichi,134,VIVEKANANTHAN. V,IND,13,81.92,GEN,Kongu,0.007339905371681515
Karur,135,SENTHILBALAJI V,DMK,101757,83.57,GEN,Kongu,49.08446288167478
Karur,135,VIJAYABHASKAR. M.R,AIADMK,89309,83.57,GEN,Kongu,43.07992860932902
Karur,135,KARUPPAIYA.R,NTK,7316,83.57,GEN,Kongu,3.5290145193188946
Karur,135,MOHANRAJ.S,MNM,4154,83.57,GEN,Kongu,2.003762481308186
Karur,135,NONE OF THE ABOVE,NOTA,961,83.57,GEN,Kongu,0.46355699194443106
Karur,135,THANGARAJ.N,DMDK,953,83.57,GEN,Kongu,0.4596980367565482
Karur,135,RAVI.P,IND,369,83.57,GEN,Kongu,0.17799430804109787
Karur,135,ANBAZHAGAN,IND,334,83.57,GEN,Kongu,0.16111137909411027
Karur,135,AADHIKRISHNAN.P,BSP,210,83.57,GEN,Kongu,0.10129757368192562
Karur,135,KANNAN.T,IND,165,83.57,GEN,Kongu,0.0795909507500844
Karur,135,RAJESHKANNAN.S,IND,138,83.57,GEN,Kongu,0.0665669769909797
Karur,135,KATHIRAVAN.P,IND,114,83.57,GEN,Kongu,0.054990111427331054
Karur,135,DHANALAKSHMI.M,Ganasangam Party of India,105,83.57,GEN,Kongu,0.05064878684096281
Karur,135,JAYAKUMAR.G,IND,102,83.57,GEN,Kongu,0.04920167864550672
Karur,135,SHANMUGAM.N,Samaniya Makkal Nala Katchi,99,83.57,GEN,Kongu,0.04775457045005065
Karur,135,SURYA,IND,96,83.57,GEN,Kongu,0.04630746225459457
Karur,135,MURUGESAN.A,IND,84,83.57,GEN,Kongu,0.040519029472770245
Karur,135,AMARSRI.M,IND,56,83.57,GEN,Kongu,0.027012686315180164
Karur,135,BALAMANIKANDAN.K,IND,56,83.57,GEN,Kongu,0.027012686315180164
Karur,135,KALAI RAJ.K,IND,51,83.57,GEN,Kongu,0.02460083932275336
Karur,135,SIVAKUMAR.V,IND,46,83.57,GEN,Kongu,0.022188992330326566
Karur,135,KRISHNAKUMAR.S,IND,42,83.57,GEN,Kongu,0.020259514736385122
Karur,135,MOHAN.M.L.M,IND,42,83.57,GEN,Kongu,0.020259514736385122
Karur,135,JOSEPH.M.A,Desiya Makkal Sakthi Katchi,39,83.57,GEN,Kongu,0.018812406540929045
Karur,135,SIVASAMY.P,IND,37,83.57,GEN,Kongu,0.017847667743958323
Karur,135,MURUGANANTHAM.T,IND,30,83.57,GEN,Kongu,0.014471081954560802
Karur,135,ABILAZAN.N,IND,29,83.57,GEN,Kongu,0.013988712556075441
Karur,135,KARUNAMOORTHY.S,IND,29,83.57,GEN,Kongu,0.013988712556075441
Karur,135,SHIVAKUMAR.K,IND,29,83.57,GEN,Kongu,0.013988712556075441
Karur,135,AMARNATH.K,IND,28,83.57,GEN,Kongu,0.013506343157590082
Karur,135,VENKATESH PRABU.K,IND,26,83.57,GEN,Kongu,0.012541604360619362
Karur,135,VIGNESHWARAN.P,IND,25,83.57,GEN,Kongu,0.012059234962134001
Karur,135,JOTHI SUTHARSAN,IND,22,83.57,GEN,Kongu,0.010612126766677922
Karur,135,PRAKASH.N,IND,20,83.57,GEN,Kongu,0.009647387969707202
Karur,135,GOPALAKRISHNAN.A,IND,19,83.57,GEN,Kongu,0.009165018571221843
Karur,135,SUDHAKAR.L,IND,19,83.57,GEN,Kongu,0.009165018571221843
Karur,135,SIVAKUMAR.N,IND,18,83.57,GEN,Kongu,0.008682649172736482
Karur,135,PALANIVEL.P,IND,17,83.57,GEN,Kongu,0.008200279774251121
Karur,135,BANUMATHY,IND,16,83.57,GEN,Kongu,0.007717910375765762
Karur,135,KAMARAJ.P,IND,15,83.57,GEN,Kongu,0.007235540977280401
Karur,135,DEEPANANDH.N,IND,14,83.57,GEN,Kongu,0.006753171578795041
Karur,135,MUTHU. K.R,IND,14,83.57,GEN,Kongu,0.006753171578795041
Karur,135,MOUNAGURUBALUSAMY.K,IND,14,83.57,GEN,Kongu,0.006753171578795041
Karur,135,VIJAYABHASKAR.R.V,IND,14,83.57,GEN,Kongu,0.006753171578795041
Karur,135,VENKADESH.K,IND,14,83.57,GEN,Kongu,0.006753171578795041
Karur,135,SENTHILKUMAR.A,IND,13,83.57,GEN,Kongu,0.006270802180309681
Karur,135,TAMILARASAN.K,IND,13,83.57,GEN,Kongu,0.006270802180309681
Karur,135,THIRUGNANAM.M,IND,13,83.57,GEN,Kongu,0.006270802180309681
Karur,135,NOOR MOHAMMED THOUFFIC.A,IND,13,83.57,GEN,Kongu,0.006270802180309681
Karur,135,VIJAYAN.K,IND,13,83.57,GEN,Kongu,0.006270802180309681
Karur,135,SAMIVEL.A,IND,12,83.57,GEN,Kongu,0.005788432781824321
Karur,135,DANIYA,IND,11,83.57,GEN,Kongu,0.005306063383338961
Karur,135,PRAKASH.A,IND,11,83.57,GEN,Kongu,0.005306063383338961
Karur,135,MAHENDRAN,IND,11,83.57,GEN,Kongu,0.005306063383338961
Karur,135,SATHISH.P,IND,10,83.57,GEN,Kongu,0.004823693984853601
Karur,135,SARAVANAN.R,IND,10,83.57,GEN,Kongu,0.004823693984853601
Karur,135,SAMIAPPAN.K,IND,10,83.57,GEN,Kongu,0.004823693984853601
Karur,135,MANOJ.P,IND,10,83.57,GEN,Kongu,0.004823693984853601
Karur,135,MURALI.M,IND,10,83.57,GEN,Kongu,0.004823693984853601
Karur,135,SAMPATH.S,IND,9,83.57,GEN,Kongu,0.004341324586368241
Karur,135,VINOTHKUMAR,IND,9,83.57,GEN,Kongu,0.004341324586368241
Karur,135,SUBASH MALAYALAM.T,IND,8,83.57,GEN,Kongu,0.003858955187882881
Karur,135,MUTHUKUMAR.G,IND,8,83.57,GEN,Kongu,0.003858955187882881
Karur,135,SUDHAKAR.S,IND,7,83.57,GEN,Kongu,0.0033765857893975205
Karur,135,SELVAKUMAR.M,IND,7,83.57,GEN,Kongu,0.0033765857893975205
Karur,135,THAMILALAGAN,IND,7,83.57,GEN,Kongu,0.0033765857893975205
Karur,135,DHANABAL,IND,7,83.57,GEN,Kongu,0.0033765857893975205
Karur,135,BOOPATHI.P,IND,6,83.57,GEN,Kongu,0.0028942163909121605
Karur,135,DURAISAMY.J,IND,5,83.57,GEN,Kongu,0.0024118469924268005
Karur,135,PRAKASH.V,IND,5,83.57,GEN,Kongu,0.0024118469924268005
Karur,135,VEERAKUMAR.T,IND,5,83.57,GEN,Kongu,0.0024118469924268005
Karur,135,SANTHANAKUMAR.M,IND,4,83.57,GEN,Kongu,0.0019294775939414405
Karur,135,PRASANTH.S,IND,4,83.57,GEN,Kongu,0.0019294775939414405
Karur,135,PUSHPARAJ.P,IND,3,83.57,GEN,Kongu,0.0014471081954560803
Karur,135,MANIVANNAN.S,IND,3,83.57,GEN,Kongu,0.0014471081954560803
Karur,135,SAKTHIKUMAR,IND,2,83.57,GEN,Kongu,0.0009647387969707202
Karur,135,SENTHILKUMAR.A.M,IND,2,83.57,GEN,Kongu,0.0009647387969707202
Karur,135,MANIKANDAN.K,IND,2,83.57,GEN,Kongu,0.0009647387969707202
Krishnarayapuram,136,SIVAGAMA SUNDARI.K,DMK,96540,84.17,SC,Kongu,53.36591082464539
Krishnarayapuram,136,MUTHUKUMAR,AIADMK,64915,84.17,SC,Kongu,35.8840698278626
Krishnarayapuram,136,ILAKIYA.R,NTK,9706,84.17,SC,Kongu,5.365335927739881
Krishnarayapuram,136,KATHIRVEL.M,DMDK,1946,84.17,SC,Kongu,1.0757205558810847
Krishnarayapuram,136,SARAVANAN.V,MNM,1848,84.17,SC,Kongu,1.0215475782467855
Krishnarayapuram,136,NONE OF THE ABOVE,NOTA,1177,84.17,SC,Kongu,0.6506285170976551
Krishnarayapuram,136,SIVAKUMAR. O,IND,911,84.17,SC,Kongu,0.5035875778045572
Krishnarayapuram,136,SELVAKUMAR.S,IND,710,84.17,SC,Kongu,0.3924776951056373
Krishnarayapuram,136,MURUGESAN.R,BSP,540,84.17,SC,Kongu,0.29850416247471007
Krishnarayapuram,136,SATHYARAJ,IND,433,84.17,SC,Kongu,0.23935611546583233
Krishnarayapuram,136,CHINNASAMY.V,IND,377,84.17,SC,Kongu,0.20840012824623277
Krishnarayapuram,136,TAMIL SELVAN.M,IND,242,84.17,SC,Kongu,0.13377408762755527
Krishnarayapuram,136,SENTHILKUMAR.M,IND,214,84.17,SC,Kongu,0.11829609401775548
Krishnarayapuram,136,ASHOKAN.P,Puthiya Tamilagam,195,84.17,SC,Kongu,0.10779316978253418
Krishnarayapuram,136,SAKTHIVEL.K,IND,151,84.17,SC,Kongu,0.08347060839570597
Krishnarayapuram,136,CHANDRA.P,My India Party,128,84.17,SC,Kongu,0.07075654221622757
Krishnarayapuram,136,RAJAGURU. M,Samaniya Makkal Nala Katchi,122,84.17,SC,Kongu,0.06743982929984191
Krishnarayapuram,136,KRISHNAMOORTHI.M,IND,119,84.17,SC,Kongu,0.06578147284164906
Krishnarayapuram,136,RAJAGOPAL.K,IND,113,84.17,SC,Kongu,0.0624647599252634
Krishnarayapuram,136,RAMESH.N.P,IND,108,84.17,SC,Kongu,0.05970083249494201
Krishnarayapuram,136,NARAYANAN.KR,CPI(ML)(L),101,84.17,SC,Kongu,0.055831334092492066
Krishnarayapuram,136,GOPI KRISHNAN.P,IND,97,84.17,SC,Kongu,0.053620192148234956
Krishnarayapuram,136,MURUGANANTHAM.T,IND,69,84.17,SC,Kongu,0.038142198538435174
Krishnarayapuram,136,NAGARAJAN. C,IND,68,84.17,SC,Kongu,0.037589413052370894
Krishnarayapuram,136,MAHAMUNI.A,IND,27,84.17,SC,Kongu,0.014925208123735503
Krishnarayapuram,136,MAHESWARAN.A,IND,24,84.17,SC,Kongu,0.013266851665542671
Krishnarayapuram,136,MUHILAN.T,IND,21,84.17,SC,Kongu,0.011608495207349837
Kulithalai,137,R.MANICKAM,DMK,100829,86.16,GEN,Kongu,51.06403451908273
Kulithalai,137,N.R.CHANDRASEKAR,AIADMK,77289,86.16,GEN,Kongu,39.142391216270966
Kulithalai,137,SEENI.PRAKASU,NTK,11511,86.16,GEN,Kongu,5.8296531885584635
Kulithalai,137,NONE OF THE ABOVE,NOTA,1191,86.16,GEN,Kongu,0.6031723523215299
Kulithalai,137,R.SARAVANAN,IND,838,86.16,GEN,Kongu,0.4243983469735029
Kulithalai,137,V.NIROSHA,AMMK,761,86.16,GEN,Kongu,0.38540231747832426
Kulithalai,137,R.CHANDRASEKAR,IND,694,86.16,GEN,Kongu,0.3514707073981039
Kulithalai,137,S.MANIKANDAN,IJK,674,86.16,GEN,Kongu,0.3413418685681873
Kulithalai,137,V.VELLAIYAN,IND,612,86.16,GEN,Kongu,0.3099424681954461
Kulithalai,137,P.ANBALAGAN,BSP,590,86.16,GEN,Kongu,0.2988007454825379
Kulithalai,137,K.SURESH,IND,494,86.16,GEN,Kongu,0.2501823190989385
Kulithalai,137,M.SANKAR,Samaniya Makkal Nala Katchi,460,86.16,GEN,Kongu,0.23296329308808036
Kulithalai,137,B.SELVARAJ,IND,399,86.16,GEN,Kongu,0.20207033465683497
Kulithalai,137,V.ALEX MOURIS,IND,245,86.16,GEN,Kongu,0.1240782756664776
Kulithalai,137,M.SARAVANAN,IND,221,86.16,GEN,Kongu,0.11192366907057776
Kulithalai,137,A.SUBETHAR,Tipu Sultan Party,215,86.16,GEN,Kongu,0.10888501742160278
Kulithalai,137,S.BARANI,IND,184,86.16,GEN,Kongu,0.09318531723523216
Kulithalai,137,S.KANDASAMY,IND,138,86.16,GEN,Kongu,0.06988898792642412
Kulithalai,137,R.KALYANA SUNDARAM,IND,111,86.16,GEN,Kongu,0.05621505550603679
Manapparai,138,ABDUL SAMAD P,DMK,98077,76.02,GEN,Delta,44.22903476017822
Manapparai,138,CHANDRASEKAR.R,AIADMK,85834,76.02,GEN,Delta,38.707902664285584
Manapparai,138,KANIMOZHI.P,NTK,19450,76.02,GEN,Delta,8.77121777873983
Manapparai,138,KRISHNAGOPAL P,DMDK,10719,76.02,GEN,Delta,4.8338654689106555
Manapparai,138,CHANDRASEKAR V,IND,1259,76.02,GEN,Delta,0.5677616032613597
Manapparai,138,NONE OF THE ABOVE,NOTA,1009,76.02,GEN,Delta,0.45502101484568064
Manapparai,138,UMARANI K,IJK,914,76.02,GEN,Delta,0.4121795912477227
Manapparai,138,CHINNAN P,IND,650,76.02,GEN,Delta,0.29312552988076557
Manapparai,138,SUBRAMANIAN P,IND,628,76.02,GEN,Delta,0.2832043581001858
Manapparai,138,ELAYARAJA C,IND,547,76.02,GEN,Delta,0.2466764074535058
Manapparai,138,NIRMAL KUMAR M,IND,544,76.02,GEN,Delta,0.24532352039251765
Manapparai,138,SATHYA PRIYA A,IND,307,76.02,GEN,Delta,0.13844544257445388
Manapparai,138,ARPUTHASAMY V,IND,287,76.02,GEN,Delta,0.12942619550119955
Manapparai,138,CHITHAIYAN T,IND,270,76.02,GEN,Delta,0.12175983548893339
Manapparai,138,SAKTHIVEL.M,CPI(ML)(L),191,76.02,GEN,Delta,0.0861338095495788
Manapparai,138,DAVID P,IND,180,76.02,GEN,Delta,0.08117322365928892
Manapparai,138,KARTHICK KRISHNA P,IND,173,76.02,GEN,Delta,0.07801648718364991
Manapparai,138,RASU P,IND,169,76.02,GEN,Delta,0.07621263776899904
Manapparai,138,PANDIAN V,Ezhuchi Tamilargal Munnetra Kazhagam,129,76.02,GEN,Delta,0.0581741436224904
Manapparai,138,ILANGOVAN S,IND,123,76.02,GEN,Delta,0.05546836950051409
Manapparai,138,PRASANNA KUMAR P,IND,113,76.02,GEN,Delta,0.050958745963886935
Manapparai,138,JEYAPANDIAN D,IND,93,76.02,GEN,Delta,0.04193949889063261
Manapparai,138,VARADAN.M,LJP,82,76.02,GEN,Delta,0.036978913000342735
Srirangam,139,PALANIYANDI.M,DMK,113904,76.15,GEN,Delta,47.41258741258741
Srirangam,139,KUPA KRISHNAN,AIADMK,93989,76.15,GEN,Delta,39.12296037296038
Srirangam,139,K.SELVARATHI,NTK,17911,76.15,GEN,Delta,7.455461205461206
Srirangam,139,Y.JACOB,IND,4082,76.15,GEN,Delta,1.699134199134199
Srirangam,139,SARUBALA.R.THONDAIMAN,AMMK,3487,76.15,GEN,Delta,1.4514652014652014
Srirangam,139,NONE OF THE ABOVE,NOTA,2417,76.15,GEN,Delta,1.0060772560772562
Srirangam,139,S.FRANCIS MERY,IJK,1067,76.15,GEN,Delta,0.4441391941391941
Srirangam,139,G.SELVAKUMAR,BSP,811,76.15,GEN,Delta,0.33757908757908756
Srirangam,139,ANNALAKSHMI,Desiya Makkal Sakthi Katchi,608,76.15,GEN,Delta,0.25308025308025306
Srirangam,139,V.SETHUMADHAVAN,IND,594,76.15,GEN,Delta,0.24725274725274723
Srirangam,139,P.RAVICHANDRAN,IND,423,76.15,GEN,Delta,0.17607392607392608
Srirangam,139,S.SURESH,IND,388,76.15,GEN,Delta,0.1615051615051615
Srirangam,139,DANIEL JUDE MARTIN,Makkal Munnetra Peravai,210,76.15,GEN,Delta,0.08741258741258741
Srirangam,139,R.UMA,IND,163,76.15,GEN,Delta,0.06784881784881786
Srirangam,139,M.AMSAVALLI,IND,97,76.15,GEN,Delta,0.040376290376290376
Srirangam,139,P.BALASUBRAMANIAN,Samaniya Makkal Nala Katchi,89,76.15,GEN,Delta,0.03704628704628705
Tiruchirapalli (West),140,"NEHRU, K.N.",DMK,118133,67.01,GEN,Delta,64.51864838147668
Tiruchirapalli (West),140,"PADMANATHAN, V.",AIADMK,33024,67.01,GEN,Delta,18.036144380908688
Tiruchirapalli (West),140,"VINODH, V.",NTK,15725,67.01,GEN,Delta,8.588250072365224
Tiruchirapalli (West),140,"ABUBACKER SIDDIQ,  M.",MNM,10546,67.01,GEN,Delta,5.7597256129197865
Tiruchirapalli (West),140,"ABDULLAH HASSAN FAIZY, R.",SDPI,2545,67.01,GEN,Delta,1.3899584377850234
Tiruchirapalli (West),140,NONE OF THE ABOVE,NOTA,2117,67.01,GEN,Delta,1.1562051130809017
Tiruchirapalli (West),140,"SUDHA, R.",IND,222,67.01,GEN,Delta,0.12124588337456786
Tiruchirapalli (West),140,"VASUDEVAN, A.",IND,211,67.01,GEN,Delta,0.1152382044686208
Tiruchirapalli (West),140,"KALPANA, T.",IND,196,67.01,GEN,Delta,0.10704591505142026
Tiruchirapalli (West),140,"SHAJAHAN, R.",IND,181,67.01,GEN,Delta,0.09885362563421973
Tiruchirapalli (West),140,"DHEEPAN, M.",IND,66,67.01,GEN,Delta,0.036046073435682335
Tiruchirapalli (West),140,"SELVARAJ, D.",IND,48,67.01,GEN,Delta,0.0262153261350417
Tiruchirapalli (West),140,"SAHABUDHEEN, A.J.",IND,43,67.01,GEN,Delta,0.023484562995974855
Tiruchirapalli (West),140,"SUNDAR RAJULU, G.",IND,42,67.01,GEN,Delta,0.022938410368161487
Tiruchirapalli (East),141,"INIGO IRUDAYARAJ,S.",DMK,94302,66.87,GEN,Delta,54.555236728837876
Tiruchirapalli (East),141,"VELLAMANDI NATARAJAN,N.",AIADMK,40505,66.87,GEN,Delta,23.43279955569954
Tiruchirapalli (East),141,"PRABU,R.",NTK,14312,66.87,GEN,Delta,8.279724163465543
Tiruchirapalli (East),141,"VEERASAKTHI,D.",MNM,11396,66.87,GEN,Delta,6.592770861294952
Tiruchirapalli (East),141,MANOHARAN.R.,AMMK,9089,66.87,GEN,Delta,5.258133938075623
Tiruchirapalli (East),141,NONE OF THE ABOVE,NOTA,1535,66.87,GEN,Delta,0.8880224001481002
Tiruchirapalli (East),141,"RAJA,S.",IND,382,66.87,GEN,Delta,0.22099319664923406
Tiruchirapalli (East),141,"BALAMURUGAN,A.",IND,211,66.87,GEN,Delta,0.1220669227565141
Tiruchirapalli (East),141,"JAHIR HUSSAIN,M.",IND,208,66.87,GEN,Delta,0.12033137409172953
Tiruchirapalli (East),141,"SHEIK ABDULLAH,R.",IND,199,66.87,GEN,Delta,0.11512472809737585
Tiruchirapalli (East),141,"MANOHARAN,M.",IND,157,66.87,GEN,Delta,0.090827046790392
Tiruchirapalli (East),141,VIJAIA MOHANAAJI,Vidial Valarchi Perani,105,66.87,GEN,Delta,0.06074420326745962
Tiruchirapalli (East),141,"ARAVINDAN,P.",IND,85,66.87,GEN,Delta,0.04917387883556255
Tiruchirapalli (East),141,"CHARLES SAGAYARAJ,P.",IND,73,66.87,GEN,Delta,0.042231684176424304
Tiruchirapalli (East),141,"DEVAKUMAR,T.",IND,73,66.87,GEN,Delta,0.042231684176424304
Tiruchirapalli (East),141,"AROCKIA SATHEESH,A.",IND,70,66.87,GEN,Delta,0.04049613551163975
Tiruchirapalli (East),141,"IRUDAYARAJ,S.",IND,58,66.87,GEN,Delta,0.033553940852501504
Tiruchirapalli (East),141,"GASPAR REGAN,S.",IND,50,66.87,GEN,Delta,0.028925811079742677
Tiruchirapalli (East),141,"MARUTHAMUTHU,N.",IND,46,66.87,GEN,Delta,0.026611746193363265
Thiruverambur,142,ANBIL MAHESH POYYAMOZHI,DMK,105424,66.59,GEN,Delta,53.51118961692883
Thiruverambur,142,P KUMAR,AIADMK,55727,66.59,GEN,Delta,28.28595067330582
Thiruverambur,142,V CHOLASOORAN,NTK,15719,66.59,GEN,Delta,7.978661306614285
Thiruverambur,142,MURUGANANDAM M,MNM,14678,66.59,GEN,Delta,7.450269779151629
Thiruverambur,142,S.  SENTHILKUMAR,DMDK,2293,66.59,GEN,Delta,1.1638825864283067
Thiruverambur,142,NONE OF THE ABOVE,NOTA,1418,66.59,GEN,Delta,0.7197494581575835
Thiruverambur,142,S.SAKTHIVEL,New Generation People’s Party,416,66.59,GEN,Delta,0.21115357869785242
Thiruverambur,142,K.M. KARTHIK,Tamil Nadu Ilangyar Katchi,413,66.59,GEN,Delta,0.20963083654378134
Thiruverambur,142,MALATHI RAVICHANDRAN,BSP,226,66.59,GEN,Delta,0.11471324227335251
Thiruverambur,142,JESTIN RAJA,IND,224,66.59,GEN,Delta,0.11369808083730515
Thiruverambur,142,K. PALANISAMY,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,123,66.59,GEN,Delta,0.06243242831691309
Thiruverambur,142,N. RAJU,IND,88,66.59,GEN,Delta,0.04466710318608416
Thiruverambur,142,R. PRIYA,IND,72,66.59,GEN,Delta,0.036545811697705224
Thiruverambur,142,S CHARLES,IND,71,66.59,GEN,Delta,0.03603823097968154
Thiruverambur,142,A. RAJA MOHAMED,IND,67,66.59,GEN,Delta,0.03400790810758681
